	Similarity	Clost_cluster	CC_bs	Genus	Genus_bs	Species	Species_bs
Seq_0003887	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000689	0.98	NA	1	Prevotella	1	Prevotella_bivia	1
Seq_0002461	0.98	NA	1	Bacteroides	1	Bacteroides_fragilis	1
Seq_0001799	0.98	NA	1	Bacteroides	1	Bacteroides_eggerthii	1
Seq_0003391	0.98	NA	1	Bacteroides	1	Bacteroides_fragilis	1
Seq_0004048	0.98	NA	1	Bacteroides	1	Bacteroides_fragilis	1
Seq_0004075	0.98	NA	1	Alistipes	1	Alistipes_finegoldii	1
Seq_0005275	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0005724	0.98	NA	1	Prevotella	1	Prevotella_buccae	1
Seq_0000574	0.98	NA	1	Bacteroides	1	Bacteroides_fragilis	1
Seq_0000158	0.98	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0000665	0.98	NA	1	Bacteroides	1	Bacteroides_barnesiae	1
Seq_0001280	0.98	NA	1	Prevotella	1	Prevotella_buccae	1
Seq_0000895	0.98	NA	1	Bacteroides	1	Bacteroides_coprocola	1
Seq_0001842	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000615	0.98	NA	1	Prevotella	1	Prevotella_buccae	1
Seq_0006940	0.98	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0005775	0.98	NA	1	Bacteroides	1	Bacteroides_clarus	1
Seq_0003071	0.98	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0002379	0.98	NA	1	Prevotella	1	Prevotella_bivia	1
Seq_0000687	0.98	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0005661	0.98	NA	1	Parabacteroides	1	Parabacteroides_johnsonii	1
Seq_0000568	0.98	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0001484	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0004476	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0001236	0.98	NA	1	Porphyromonas	1	Porphyromonas_somerae	1
Seq_0000942	0.98	NA	1	Alistipes	1	Alistipes_shahii	1
Seq_0000788	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0000331	0.98	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0000280	0.98	NA	1	Bacteroides	1	Bacteroides_eggerthii	1
Seq_0000637	0.98	NA	1	Bacteroides	1	Bacteroides_cellulosilyticus	1
Seq_0003402	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0001286	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0007636	0.98	NA	1	Prevotella	1	Prevotella_bergensis	1
Seq_0002939	0.98	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0003317	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0006175	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0003861	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000648	0.98	NA	1	Prevotella	1	Prevotella_timonensis	1
Seq_0000226	0.98	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0002905	0.98	NA	1	Alistipes	1	Alistipes_shahii	1
Seq_0003500	0.98	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0001358	0.98	NA	1	Prevotella	1	Prevotella_bergensis	1
Seq_0005470	0.98	NA	1	Alistipes	1	Alistipes_massiliensis	1
Seq_0002946	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0003151	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0008321	0.98	NA	1	Prevotella	1	Prevotella_buccae	1
Seq_0000777	0.98	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0002507	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0003736	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0003868	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0001114	0.98	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0000550	0.98	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0000708	0.98	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0000825	0.98	NA	1	Prevotella	1	Prevotella_bivia	1
Seq_0002566	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0002725	0.98	NA	1	Prevotella	1	Prevotella_oris	1
Seq_0003716	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0001587	0.98	NA	1	Parabacteroides	1	Parabacteroides_merdae	1
Seq_0000299	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0000081	0.98	NA	1	Bacteroides	1	Bacteroides_caccae	1
Seq_0000408	0.98	NA	1	Alistipes	1	Alistipes_shahii	1
Seq_0000276	0.98	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0001532	0.98	NA	1	Prevotella	1	Prevotella_timonensis	1
Seq_0002254	0.98	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0000097	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0006636	0.98	NA	1	Parabacteroides	1	Parabacteroides_gordonii	1
Seq_0000346	0.98	NA	1	Bacteroides	1	Bacteroides_fragilis	1
Seq_0000757	0.98	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0000762	0.98	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0001120	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000619	0.98	NA	1	Parabacteroides	1	Parabacteroides_merdae	1
Seq_0004686	0.98	NA	1	Bacteroides	1	Bacteroides_fluxus	1
Seq_0002323	0.98	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0005402	0.98	NA	1	Porphyromonas	1	Porphyromonas_somerae	1
Seq_0006313	0.98	NA	1	Bacteroides	1	Bacteroides_clarus	1
Seq_0001736	0.98	NA	1	Bacteroides	1	Bacteroides_thetaiotaomicron	1
Seq_0000922	0.98	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0001572	0.98	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0004450	0.98	NA	1	Prevotella	1	Prevotella_bivia	1
Seq_0003264	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000889	0.98	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0002203	0.98	NA	1	Odoribacter	1	Odoribacter_laneus	1
Seq_0001791	0.98	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0006381	0.98	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0001542	0.98	NA	1	Phocaeicola	1	Phocaeicola_abscessus	1
Seq_0002324	0.98	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0002790	0.98	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0006839	0.98	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006913	0.98	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0001327	0.98	NA	1	Corynebacterium	1	Corynebacterium_jeikeium	1
Seq_0000590	0.98	NA	1	Bifidobacterium	1	Bifidobacterium_longum	1
Seq_0002480	0.98	NA	1	Bifidobacterium	1	Bifidobacterium_longum	1
Seq_0000597	0.98	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0001888	0.98	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0000205	0.98	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0000282	0.98	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0005657	0.98	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0001356	0.98	NA	1	Fusobacterium	1	Fusobacterium_necrophorum	1
Seq_0005946	0.98	XIVb	1	Cellulosilyticum	1	Cellulosilyticum_lentocellum	1
Seq_0004001	0.98	NA	1	Pyramidobacter	1	Pyramidobacter_piscolens	1
Seq_0000807	0.98	IV	1	Ruminococcus	1	Ruminococcus_bromii	1
Seq_0000466	0.98	NA	1	Campylobacter	1	Campylobacter_hominis	1
Seq_0003948	0.98	XIVa	1	Clostridium	1	Clostridium_glycyrrhizinilyticum	1
Seq_0000265	0.98	IV	1	Ruminococcus	1	Ruminococcus_bromii	1
Seq_0004125	0.98	XIVa	1	Clostridium	1	Clostridium_glycyrrhizinilyticum	1
Seq_0001849	0.98	IV	1	Ruminococcus	1	Ruminococcus_bromii	1
Seq_0007029	0.98	NA	1	Slackia	1	Slackia_isoflavoniconvertens	1
Seq_0006398	0.98	NA	1	Collinsella	1	Collinsella_aerofaciens	1
Seq_0001916	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0001269	0.98	XIVa	1	Dorea	1	Dorea_longicatena	1
Seq_0002164	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0009191	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002337	0.98	XIVa	1	Eubacterium	1	Eubacterium_rectale	1
Seq_0000215	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0002909	0.98	IV	1	Eubacterium	1	Eubacterium_siraeum	1
Seq_0000793	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000920	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001257	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000735	0.98	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0000688	0.98	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0000759	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002219	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000940	0.98	XIVa	1	Eubacterium	1	Eubacterium_ramulus	1
Seq_0003011	0.98	XIVa	1	Eubacterium	1	Eubacterium_eligens	1
Seq_0001516	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001848	0.98	XIVa	1	Eubacterium	1	Eubacterium_rectale	1
Seq_0003911	0.98	NA	1	Slackia	1	Slackia_piriformis	1
Seq_0001018	0.98	NA	1	Gemmiger	1	Gemmiger_formicilis	1
Seq_0002105	0.98	XIVa	1	Ruminococcus	1	Ruminococcus_lactaris	1
Seq_0002223	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001871	0.98	NA	1	Blautia	1	Blautia_faecis	1
Seq_0001005	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0000833	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000630	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0004279	0.98	XIVa	1	Dorea	1	Dorea_formicigenerans	1
Seq_0000093	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0007533	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001485	0.98	NA	1	Ruminococcus	1	Ruminococcus_callidus	1
Seq_0001185	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0006000	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000388	0.98	NA	1	Howardella	1	Howardella_ureilytica	1
Seq_0006409	0.98	XIVa	1	Clostridium	1	Clostridium_symbiosum	1
Seq_0000172	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001790	0.98	XIVa	1	Eubacterium	1	Eubacterium_eligens	1
Seq_0002017	0.98	XIVa	1	Dorea	1	Dorea_longicatena	1
Seq_0006145	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000636	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000470	0.98	XIVa	1	Clostridium	1	Clostridium_aldenense	1
Seq_0001658	0.98	NA	1	Ruminococcus	1	Ruminococcus_callidus	1
Seq_0003451	0.98	NA	1	Moryella	1	Moryella_indoligenes	1
Seq_0001943	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0002367	0.98	I	1	Clostridium	1	Clostridium_butyricum	1
Seq_0001615	0.98	XIVa	1	Dorea	1	Dorea_longicatena	1
Seq_0002344	0.98	XIVa	1	Dorea	1	Dorea_formicigenerans	1
Seq_0005198	0.98	NA	1	Ruminococcus	1	Ruminococcus_callidus	1
Seq_0003345	0.98	XI	1	Eubacterium	1	Eubacterium_brachy	1
Seq_0000013	0.98	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0000230	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0008151	0.98	IV	1	Eubacterium	1	Eubacterium_siraeum	1
Seq_0001213	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0005729	0.98	XIVa	1	Eubacterium	1	Eubacterium_rectale	1
Seq_0004403	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001456	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001558	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000892	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0004810	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002882	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0000015	0.98	XIVa	1	Blautia	1	Blautia_luti	1
Seq_0006371	0.98	I	1	Sarcina	1	Sarcina_ventriculi	1
Seq_0000581	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0005799	0.98	XIVa	1	Clostridium	1	Clostridium_hathewayi	1
Seq_0002823	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0001694	0.98	XIVa	1	Eubacterium	1	Eubacterium_eligens	1
Seq_0001210	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0004896	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0003061	0.98	XIVa	1	Dorea	1	Dorea_formicigenerans	1
Seq_0008212	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000530	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000957	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000397	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001608	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002631	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002855	0.98	NA	1	Blautia	1	Blautia_faecis	1
Seq_0002123	0.98	NA	1	Gemmiger	1	Gemmiger_formicilis	1
Seq_0001111	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001677	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001433	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0008213	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001800	0.98	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001346	0.98	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0000523	0.98	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0005822	0.98	XIII	1	Peptoniphilus	1	Peptoniphilus_lacrimalis	1
Seq_0005190	0.98	XIII	1	Finegoldia	1	Finegoldia_magna	1
Seq_0002532	0.98	NA	1	Peptoniphilus	1	Peptoniphilus_koenoeneniae	1
Seq_0002983	0.98	XIII	1	Peptoniphilus	1	Peptoniphilus_lacrimalis	1
Seq_0000911	0.98	XIII	1	Murdochiella	1	Murdochiella_asaccharolytica	1
Seq_0003440	0.98	NA	1	Clostridium	1	Clostridium_ruminantium	1
Seq_0001909	0.98	XI	1	Peptostreptococcus	1	Peptostreptococcus_anaerobius	1
Seq_0001390	0.98	XIII	1	Anaerococcus	1	Anaerococcus_murdochii	1
Seq_0003462	0.99	NA	1	Enterococcus	1	Enterococcus_cecorum	1
Seq_0004862	0.99	NA	1	Dialister	1	Dialister_invisus	1
Seq_0000816	0.99	NA	1	Prevotella	1	Prevotella_timonensis	1
Seq_0000142	0.99	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0000181	0.99	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0003414	0.99	NA	1	Bifidobacterium	1	Bifidobacterium_breve	1
Seq_0004704	0.99	NA	1	Rothia	1	Rothia_mucilaginosa	1
Seq_0001531	0.99	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000041	0.99	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0005486	1	NA	1	Acinetobacter	1	Acinetobacter_junii	1
Seq_0000104	1	NA	1	Bilophila	1	Bilophila_wadsworthia	1
Seq_0003179	1	NA	1	Megasphaera	1	Megasphaera_micronuciformis	1
Seq_0000871	1	NA	1	Streptococcus	1	Streptococcus_agalactiae	1
Seq_0003678	1	NA	1	Allisonella	1	Allisonella_histaminiformans	1
Seq_0005059	1	NA	1	Mitsuokella	1	Mitsuokella_jalaludinii	1
Seq_0001656	1	NA	1	Veillonella	1	Veillonella_parvula	1
Seq_0000306	1	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0003692	1	NA	1	Streptococcus	1	Streptococcus_pyogenes	1
Seq_0000056	1	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0004222	1	NA	1	Negativicoccus	1	Negativicoccus_succinicivorans	1
Seq_0002390	1	NA	1	Desulfovibrio	1	Desulfovibrio_fairfieldensis	1
Seq_0000267	1	NA	1	Acidaminococcus	1	Acidaminococcus_intestini	1
Seq_0000606	1	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001628	1	NA	1	Lactobacillus	1	Lactobacillus_ruminis	1
Seq_0006027	1	NA	1	Streptococcus	1	Streptococcus_sobrinus	1
Seq_0002679	1	NA	1	Gemella	1	Gemella_haemolysans	1
Seq_0000071	1	IX	1	Phascolarctobacterium	1	Phascolarctobacterium_faecium	1
Seq_0002676	1	IX	1	Megasphaera	1	Megasphaera_elsdenii	1
Seq_0002166	1	NA	1	Aggregatibacter	1	Aggregatibacter_segnis	1
Seq_0001083	1	NA	1	Parasutterella	1	Parasutterella_secunda	1
Seq_0001497	1	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0000367	1	NA	1	Morganella	1	Morganella_morganii	1
Seq_0001899	1	NA	1	Streptococcus	1	Streptococcus_mutans	1
Seq_0004217	1	NA	1	Janthinobacterium	1	Janthinobacterium_lividum	1
Seq_0006203	1	NA	1	Desulfovibrio	1	Desulfovibrio_desulfuricans	1
Seq_0002080	1	NA	1	Veillonella	1	Veillonella_ratti	1
Seq_0005021	1	NA	1	Lactobacillus	1	Lactobacillus_fermentum	1
Seq_0000691	1	NA	1	Morganella	1	Morganella_morganii	1
Seq_0000258	1	NA	1	Turicibacter	1	Turicibacter_sanguinis	1
Seq_0002533	1	NA	1	Undibacterium	1	Undibacterium_oligocarboniphilum	1
Seq_0000018	1	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0000192	1	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0000140	1	NA	1	Dialister	1	Dialister_invisus	1
Seq_0000622	1	NA	1	Streptococcus	1	Streptococcus_massiliensis	1
Seq_0000136	1	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0004813	1	NA	1	Granulicatella	1	Granulicatella_elegans	1
Seq_0004812	1	NA	1	Abiotrophia	1	Abiotrophia_defectiva	1
Seq_0006677	1	NA	1	Eikenella	1	Eikenella_corrodens	1
Seq_0000438	1	NA	1	Dialister	1	Dialister_pneumosintes	1
Seq_0001507	1	NA	1	Eikenella	1	Eikenella_corrodens	1
Seq_0001779	1	XVI	1	Eubacterium	1	Eubacterium_dolichum	1
Seq_0005680	1	NA	1	Lactobacillus	1	Lactobacillus_delbrueckii	1
Seq_0001646	1	NA	1	Dialister	1	Dialister_micraerophilus	1
Seq_0000820	1	NA	1	Catenibacterium	1	Catenibacterium_mitsuokai	1
Seq_0000144	1	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0004061	1	XVI	1	Streptococcus	1	Streptococcus_pleomorphus	1
Seq_0001394	1	NA	1	Holdemania	1	Holdemania_filiformis	1
Seq_0001499	1	NA	1	Clostridium	1	Clostridium_saccharogumia	1
Seq_0001487	1	NA	1	Coprobacillus	1	Coprobacillus_cateniformis	1
Seq_0001096	1	XVIII	1	Clostridium	1	Clostridium_spiroforme	1
Seq_0000196	1	XVIII	1	Clostridium	1	Clostridium_ramosum	1
Seq_0008065	1	NA	1	Prevotella	1	Prevotella_intermedia	1
Seq_0000425	1	NA	1	Bacteroides	1	Bacteroides_coprophilus	1
Seq_0000585	1	NA	1	Bacteroides	1	Bacteroides_clarus	1
Seq_0000096	1	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000064	1	NA	1	Bacteroides	1	Bacteroides_coprocola	1
Seq_0000089	1	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0000119	1	NA	1	Bacteroides	1	Bacteroides_cellulosilyticus	1
Seq_0001140	1	NA	1	Prevotella	1	Prevotella_bergensis	1
Seq_0001538	1	NA	1	Alistipes	1	Alistipes_indistinctus	1
Seq_0001514	1	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0000855	1	NA	1	Porphyromonas	1	Porphyromonas_somerae	1
Seq_0008639	1	NA	1	Prevotella	1	Prevotella_nigrescens	1
Seq_0000160	1	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0003083	1	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0000031	1	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0000153	1	NA	1	Prevotella	1	Prevotella_corporis	1
Seq_0000137	1	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0000061	1	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0000588	1	NA	1	Bacteroides	1	Bacteroides_fluxus	1
Seq_0000152	1	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000164	1	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0000366	1	NA	1	Parabacteroides	1	Parabacteroides_goldsteinii	1
Seq_0002799	1	NA	1	Alistipes	1	Alistipes_senegalensis	1
Seq_0000133	1	NA	1	Bacteroides	1	Bacteroides_eggerthii	1
Seq_0007933	1	NA	1	Porphyromonas	1	Porphyromonas_gingivalis	1
Seq_0000995	1	NA	1	Alistipes	1	Alistipes_massiliensis	1
Seq_0004677	1	NA	1	Parabacteroides	1	Parabacteroides_johnsonii	1
Seq_0000330	1	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000685	1	NA	1	Prevotella	1	Prevotella_timonensis	1
Seq_0000734	1	NA	1	Prevotella	1	Prevotella_buccalis	1
Seq_0005116	1	NA	1	Prevotella	1	Prevotella_nigrescens	1
Seq_0000233	1	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0004105	1	NA	1	Bacteroides	1	Bacteroides_salyersiae	1
Seq_0000640	1	NA	1	Alistipes	1	Alistipes_finegoldii	1
Seq_0000118	1	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0000007	1	NA	1	Bacteroides	1	Bacteroides_fragilis	1
Seq_0000244	1	NA	1	Bacteroides	1	Bacteroides_caccae	1
Seq_0001289	1	NA	1	Bacteroides	1	Bacteroides_salyersiae	1
Seq_0000598	1	NA	1	Prevotella	1	Prevotella_bivia	1
Seq_0001603	1	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0001529	1	NA	1	Prevotella	1	Prevotella_buccae	1
Seq_0000002	1	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0000048	1	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0000794	1	NA	1	Alistipes	1	Alistipes_finegoldii	1
Seq_0000292	1	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000371	1	NA	1	Alistipes	1	Alistipes_shahii	1
Seq_0000296	1	NA	1	Prevotella	1	Prevotella_bivia	1
Seq_0000131	1	NA	1	Prevotella	1	Prevotella_disiens	1
Seq_0000077	1	NA	1	Bacteroides	1	Bacteroides_coprocola	1
Seq_0000123	1	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0001993	1	NA	1	Alistipes	1	Alistipes_shahii	1
Seq_0000338	1	NA	1	Bacteroides	1	Bacteroides_finegoldii	1
Seq_0000084	1	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0000748	1	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0001294	1	NA	1	Odoribacter	1	Odoribacter_laneus	1
Seq_0001238	1	NA	1	Solobacterium	1	Solobacterium_moorei	1
Seq_0001059	1	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0003190	1	NA	1	Phocaeicola	1	Phocaeicola_abscessus	1
Seq_0007204	1	NA	1	Butyricimonas	1	Butyricimonas_synergistica	1
Seq_0001090	1	NA	1	Actinomyces	1	Actinomyces_turicensis	1
Seq_0005830	1	NA	1	Actinomyces	1	Actinomyces_europaeus	1
Seq_0003623	1	NA	1	Mobiluncus	1	Mobiluncus_curtisii	1
Seq_0007280	1	NA	1	Actinobaculum	1	Actinobaculum_schaalii	1
Seq_0004910	1	NA	1	Bifidobacterium	1	Bifidobacterium_breve	1
Seq_0003416	1	NA	1	Bifidobacterium	1	Bifidobacterium_breve	1
Seq_0001905	1	NA	1	Gardnerella	1	Gardnerella_vaginalis	1
Seq_0005140	1	NA	1	Gardnerella	1	Gardnerella_vaginalis	1
Seq_0004556	1	NA	1	Atopobium	1	Atopobium_minutum	1
Seq_0000241	1	NA	1	Bifidobacterium	1	Bifidobacterium_bifidum	1
Seq_0004331	1	NA	1	Atopobium	1	Atopobium_vaginae	1
Seq_0007671	1	NA	1	Succinatimonas	1	Succinatimonas_hippei	1
Seq_0007425	1	NA	1	Rothia	1	Rothia_dentocariosa	1
Seq_0000698	1	NA	1	Bifidobacterium	1	Bifidobacterium_longum	1
Seq_0001898	1	NA	1	Propionibacterium	1	Propionibacterium_acnes	1
Seq_0005106	1	NA	1	Atopobium	1	Atopobium_parvulum	1
Seq_0008564	1	NA	1	Jonquetella	1	Jonquetella_anthropi	1
Seq_0005990	1	XIX	1	Fusobacterium	1	Fusobacterium_nucleatum	1
Seq_0000863	1	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0000163	1	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0002764	1	NA	1	Fusobacterium	1	Fusobacterium_periodonticum	1
Seq_0000068	1	NA	1	Fusobacterium	1	Fusobacterium_necrophorum	1
Seq_0001683	1	XIX	1	Fusobacterium	1	Fusobacterium_nucleatum	1
Seq_0008878	1	NA	1	Fretibacterium	1	Fretibacterium_fastidiosum	1
Seq_0005094	1	XIVb	1	Cellulosilyticum	1	Cellulosilyticum_lentocellum	1
